"responseid","manip","num_reason","reason"
"R_2bJpiyR8ImuSEr0",4,2,"They didn’t set out proper guidelines, so some people were told to work or lose their jobs"
"R_22PsSOKLkKIEmsG",3,1,"Don't know"
"R_22PsSOKLkKIEmsG",3,2,"Not sure"
"R_3qKaJemqSnhnQtv",4,1,"They wasted tax payers money during pandemic."
"R_3qKaJemqSnhnQtv",4,2,"They do not distribute tax money fairy."
"R_3MDMw21FJuyzBav",5,1,"Contracts on Covid given to already rich mates"
"R_3MDMw21FJuyzBav",5,2,"Unfair help system that left many with no help"
"R_0MWTmKHo4OW6A7f",2,1,"the country was in a mess before covid"
"R_0MWTmKHo4OW6A7f",2,2,"its used an excuse for their failings"
"R_3EEWlB7fGdOWdls",4,1,"They could have done more to support lower income families"
"R_3EEWlB7fGdOWdls",4,2,"Could have made working regulations more strict to better protect key workers"
"R_6wXmucfO6AakGfT",2,1,"It is just Business, for profit"
"R_6wXmucfO6AakGfT",2,2,"The government can't/don't control everything"
"R_w0D6HYrrNYdkIGR",4,1,"By already creating systemic racism in the country"
"R_w0D6HYrrNYdkIGR",4,2,"By not creating a policy to tax the rich and assist the poor"
"R_2CKC8Z967nS2nKs",4,1,"They didn't offer enough help to those who needed it"
"R_2CKC8Z967nS2nKs",4,2,"They should have taxed companies more and used it to help the poorest people"
"R_1dnMpS8ToImtdni",4,1,"Unfair advantages to preferred companies"
"R_1dnMpS8ToImtdni",4,2,"Lack of rigour in working out who to give money to"
"R_bq4uyD946nreGgp",5,1,"they had a chance to implement windfall tax and didnt"
"R_bq4uyD946nreGgp",5,2,"some profits made by companies are horrendous compared to the poverty people are suffering"
"R_1ikefB4NDDCBnxR",4,1,"The government provided little help for lower income families during the pandemic"
"R_1ikefB4NDDCBnxR",4,2,"The government did little to stop many businesses profiteering during the pandemic"
"R_1NCTNLNOXn6Y0YS",4,1,"The poor way in which the whole ordeal was managed, including delay in any action"
"R_1NCTNLNOXn6Y0YS",4,2,"Not nearly enough support offered for businesses and individuals"
"R_8D1ldVLYpwvOCdz",3,1,"The Government is not completely responsible for the inequality, there are several factors such as gender, age, origin, ethnicity that are beyond the Governments control"
"R_8D1ldVLYpwvOCdz",3,2,"Other factors include disability, sexual orientation, religion, class etc"
"R_31sFw1dal0Oun93",4,1,"Strict lockdown"
"R_31sFw1dal0Oun93",4,2,"Unable to work from home"
"R_1I9JTcrUmHQ5APl",4,1,"Less government help"
"R_1I9JTcrUmHQ5APl",4,2,"Less money"
"R_6R5XXBBpYNlaBvb",4,1,"They focused on the profits"
"R_6R5XXBBpYNlaBvb",4,2,"They ignored to lower paid"
"R_xlaodCZ5W2tQwNP",1,1,"The government is not responsible for what jobs people do, if people are uneducated or unskilled then they are more likely to be in frontline jobs."
"R_xlaodCZ5W2tQwNP",1,2,"People all had the same protections and restrictions outside their homes"
"R_1f7Y3v01hlwHsdI",4,1,"Because they the ones that makes the rules"
"R_1f7Y3v01hlwHsdI",4,2,"They are responsible for everyone"
"R_27ssbK4seken1xm",3,1,"Resource Allocation"
"R_27ssbK4seken1xm",3,2,"Policy Decisions"
"R_3R2TRLtanvWiOkr",3,1,"Hard to say."
"R_3R2TRLtanvWiOkr",3,2,"Years before a definite answer emerges."
"R_D5JRnFV5QnBhhZf",1,1,"Inequality aleady existed - the pandemic just exagerrated it"
"R_D5JRnFV5QnBhhZf",1,2,"The governments priority was to deal with the pandemic - not to reduce inequality."
"R_3gNHMyZExPIp4cc",5,1,"The government told the small businesses to close but allowed the large one to stay open."
"R_3gNHMyZExPIp4cc",5,2,"The government chose the furlow amounts."
"R_1EaLNVkYVrmYI0e",4,1,"lack of guidance"
"R_1EaLNVkYVrmYI0e",4,2,"lack of resources available"
"R_2vlgYvgHKOBBHku",5,1,"Our government is a mess, and were only thinking about themselves rather than the whole nation."
"R_2vlgYvgHKOBBHku",5,2,"They were too busy having parties during lockdown. Rules for thee and another for me"
"R_3g2glaGF1PaxWQX",3,1,"the government should have helped more for low income people"
"R_3g2glaGF1PaxWQX",3,2,"government should have helped for thoses small busniesses"
"R_AhSmsKr0fHiZkU9",3,1,"We don't know"
"R_AhSmsKr0fHiZkU9",3,2,"We can't compare"
"R_1C4rSkQiBlaBb8c",4,1,"They instigated the lockdowns"
"R_1C4rSkQiBlaBb8c",4,2,"The lockdowns were too draconian"
"R_CZWguF6an4FcrDP",4,1,"Poor management of spread of disease"
"R_CZWguF6an4FcrDP",4,2,"Personal agenda of those in government"
"R_3rHanWbATRtEsNg",4,1,"The Conservative Government made a lot of money off PPE and other provisions"
"R_3rHanWbATRtEsNg",4,2,"They had one rule for themselves and another for everyone else"
"R_3et9cbSzD4zRcNb",5,1,"The government should be work to reduce health and socio-economic inequalities"
"R_3et9cbSzD4zRcNb",5,2,"The government should be support low income families impacted by Covid"
"R_bKhamLm6vc0phQJ",4,1,"Government allowed it to happen with no intervening"
"R_bKhamLm6vc0phQJ",4,2,"Government is aware of the impact it had on the less fortunate and did not act, allowing big corporations to get richer as the majority struggled"
"R_OARuyqip6ZICbCN",3,1,"Covid wasn’t the government fault"
"R_OARuyqip6ZICbCN",3,2,"It was a worldwide pandemic not just our country with problems"
"R_12rT3G5PKIrTx8X",5,1,"The government were too slow to act so there was a lot of uncertainty regarding jobs security and financial assistance that was need."
"R_12rT3G5PKIrTx8X",5,2,"The government should have given more money to the less well off, rather than doing thingsblike eat out to help out.....which just increased the spread of COVID and was no benefit to the poor."
"R_1LwfDTdu6yThIJu",4,1,"Wealthy people could afford private medical care, while poorer individuals had to rely on an overburdened NHS."
"R_1LwfDTdu6yThIJu",4,2,"People on lower incomes may have been forced to keep working without the correct PPI. This disproportionally effects people in lower paid jobs."
"R_2uCnYwDk4c0CaTz",3,1,"lower income groups who work in companies like food production, for example, were able to carry on working throughout the pandemic as were keyworkers."
"R_2uCnYwDk4c0CaTz",3,2,"more could have been done in terms of effective PPE"
"R_296TqxUYzDmi1iD",4,1,"people were not helped to keep working/get paid"
"R_296TqxUYzDmi1iD",4,2,"they doled out virtually unchecked contracts to their friend who oten had no medical or supply knowledge"
"R_781Yyb2XcD8vB3b",4,1,"small bussiness forced to close"
"R_781Yyb2XcD8vB3b",4,2,"forced to use big retailers"
"R_1k09HD8za0l74ie",1,1,"I think the UK government went out of its way to ensure people had jobs during and after the pandemic"
"R_1k09HD8za0l74ie",1,2,"A lot of people did not take the pandemic seriously and did not follow the guidance and precautions issued by the Government"
"R_3fZuMb8Tp3uafzd",4,1,"the government locked down everywhere"
"R_3fZuMb8Tp3uafzd",4,2,"payed people furlough to do nothing"
"R_qDgLGYlpTNufdMB",4,1,"Life in many ways was more expensive and even those on furlough were not able to be fully compensated for those extra costs"
"R_qDgLGYlpTNufdMB",4,2,"Lower income groups were less able to work from home whilst for example teaching their kids from home and having the cost burden of having their kids at home 24/7"
"R_1ONZDWVLKJeAI58",4,1,"Government profited from the pandemic."
"R_1ONZDWVLKJeAI58",4,2,"Government went with their own private companies instead of using local companies."
"R_3g5ECbCBRZhJazw",5,1,"Wasted tax payers money for faulty PPE"
"R_3g5ECbCBRZhJazw",5,2,"Wasted tax payers money for stupid track and trace"
"R_1kGlf5V6tevFIaB",4,1,"Government policy is responsible for outcomes"
"R_1kGlf5V6tevFIaB",4,2,"Government should be helping poorer sections of society more"
"R_2TS0hk4pHxQiaPv",4,1,"there is clear evidence that the goverment gave contracts and poorly researched 'loans' to high wealth individuals while allowing businesses to profit wildly without proper taxation"
"R_2TS0hk4pHxQiaPv",4,2,"the conservative government underfunded our social and health services for too long. periods of austerity has left our health service, which all low income families rely on, unable to cope with the demands of the pandemic. allowing private businesses to run care homes has created a wild west environment in both adult and childs social care settings. employees do their best, but the owners of these care companies maximise profit by employing people unfit for the job in management roles to save money. this has a knock-on impact on care workers who are burnt out and earn a low wage and those they care for."
"R_3PZRQmsuc2AyT28",2,1,"Blanket policies for all industries"
"R_3PZRQmsuc2AyT28",2,2,"Some businesses not receiving equal help"
"R_NX8wlEJ670uAFm9",4,1,"They were responsible for the economic situation (high inequality) going into the pandemic to start with, which the pandemic merely highlighted"
"R_NX8wlEJ670uAFm9",4,2,"Government support wasn't enough for those in highest need during the pandemic, meaning they had to expose themselves to grater risk, eg through high risk jobs"
"R_2PAOqXfMHMpMbtR",5,1,"The tories look after their friends(generally the rich)"
"R_2PAOqXfMHMpMbtR",5,2,"The rich can afford better treatment"
"R_2VKELM8EKgdQzSh",4,1,"Lower income jobs are the ones that require in-person working so these people lost income due to furlough"
"R_2VKELM8EKgdQzSh",4,2,"The national financial issues caused by the pandemic are the responsibility of the government to manage"
"R_ZJpUZXFkiuwEU8N",4,1,"I would say that the government are in the higher income band so they would be benefitting."
"R_ZJpUZXFkiuwEU8N",4,2,"Lack of understanding on how the less fortunate have to live."
"R_1QGwlgIRlKYsgyK",4,1,"They closed businesses which affectsd the poor more."
"R_1QGwlgIRlKYsgyK",4,2,"They didnt protect poor peoples jobs"
"R_z2TNLuUiOjn0f73",4,1,"I think that not enough support was given to those on low incomes."
"R_z2TNLuUiOjn0f73",4,2,"Small businesses were not supported enough which led to many job losses."
"R_24MKwpr8NwgyOz7",4,1,"Not enough support for working class"
"R_24MKwpr8NwgyOz7",4,2,"Stripping back on pre pandemic protocols and investment meant we were under prepared"
"R_zffGsK4w7XuNKkV",5,1,"didn't help small businesses - self employed"
"R_zffGsK4w7XuNKkV",5,2,"gave their mates PPE contracts"
"R_2fAKzRfawMIHb3a",4,1,"the measures they put in place"
"R_2fAKzRfawMIHb3a",4,2,"not helping those in need"
"R_tQlgFungjkdt3hL",5,1,"They were unprepared"
"R_tQlgFungjkdt3hL",5,2,"They put policy in place that greatly favoured them"
"R_1Ffaeg1Fxd2QEZF",4,1,"COVID restrictions in closing hospitality impacted lower income workers"
"R_1Ffaeg1Fxd2QEZF",4,2,"Reduced mobility to hospitals and interaction with local communities disproportionately impacted the health of lower income families"
"R_1gABQMccSQlLnu1",5,1,"Bounce back loans"
"R_1gABQMccSQlLnu1",5,2,"Furlough payments"
"R_25ZAlcVoHQAGz33",2,1,"The government just tried to deal with a unprecedented situation"
"R_25ZAlcVoHQAGz33",2,2,"Not sure what they should have done instead"
"R_WrltxrkVsZJ3TJD",4,1,"Poor should got more help"
"R_WrltxrkVsZJ3TJD",4,2,"Rich should have got taxed more to support lower income house holds"
"R_3HoYEWg6n3Fv0Hw",4,1,"The government caters to the rich"
"R_3HoYEWg6n3Fv0Hw",4,2,"The government should pay more attention to it's own citizens"
"R_2VJ6gASF6zUA89Q",4,1,"I think the general inequalities in society are the governments responsibility, which led to the impact of the pandemic being felt disproportionately"
"R_2VJ6gASF6zUA89Q",4,2,"I think low paid workers could gave been offered more support and protection by the government"
"R_2bWq2kiKxub0XBc",3,1,"Government did what they could to provide continuation of jobs where you were not able to work from home. At some stage the payments were going to end. They had no choice but did help were they could."
"R_2bWq2kiKxub0XBc",3,2,"Lockdowns cause a lot of issues for small businesses on the high street. Government could have not gone into lockdown as quickly and as long as they did."
"R_7aO4iKXftNwQiGd",4,1,"Support should have been means tested"
"R_7aO4iKXftNwQiGd",4,2,"Private healthcare"
"R_41SUP3r0ljmZ7Fv",4,1,"Government supports business and individuals on high incomes"
"R_41SUP3r0ljmZ7Fv",4,2,"Government didnt support small businesses as muxh as they could duing covid 19"
"R_26hXWcsvX5Pdb26",2,1,"The government cannot be blamed for the pandemic"
"R_26hXWcsvX5Pdb26",2,2,"we are not a communist country"
"R_ctBVZouQF8y1m3n",2,1,"infection rates are down to individual behaviour"
"R_ctBVZouQF8y1m3n",2,2,"A free market determines who benefits and who doesn't"
"R_8wFGULtFFGjNQHv",5,1,"During covid, the government stripped a lot of disabled people of their PIP for no reason and are still refusing to pay it to a lot or seriously handicapped and chronically ill people who are in the mist need."
"R_8wFGULtFFGjNQHv",5,2,"The goverment gaves loads of moneys to big corporations 'help out to eat out', when they didn't have any problems whatsoever in getting in customers. And they were already raking in huge profits."
"R_3neHgix3I8dXt8x",5,1,"Closing businesses but not offering enough furlough payment"
"R_3neHgix3I8dXt8x",5,2,"Not finding the NHS adequately enough causing it to be overrun and lower-income not receiving as good care as people who can go private"
"R_1BVCm2HrZzi2jgf",5,1,"Their policies lead to their livelihoods being gone"
"R_1BVCm2HrZzi2jgf",5,2,"The government allowed people to profit unfairly"
"R_BGlpKGLlxjMxsUF",2,1,"I don't think the government can be blamed for a pandemic that they were doing their best to react to, although with hindsight maybe they could have been more prepared for the eventuality of a pandemic."
"R_BGlpKGLlxjMxsUF",2,2,"I don't really understand enough about the burden caused by the pandemic to make a judgment on this"
"R_2BkPZoyx5zK8Eiq",4,1,"contracts given out"
"R_2BkPZoyx5zK8Eiq",4,2,"too many companies that did not need it were allowed to aply for grants or fulough payments for staff which the government shold not have allowed"
"R_30nTFanV88CRBSC",4,1,"Furlough and the wave of redundancies that followed."
"R_30nTFanV88CRBSC",4,2,"Lower paid jobs not paying for isolation etc."
"R_OkTWyzw1kEskvCN",4,1,"Minimum wage too low."
"R_OkTWyzw1kEskvCN",4,2,"Unemployment benefit too low."
"R_1pKVPdBLDPZCWhk",3,1,"industry dependent high income jobs could continue from home"
"R_1pKVPdBLDPZCWhk",3,2,"furlough scheme was a mess"
"R_vD2IjepqmHt6fiF",3,1,"I don't have enough evidence to support the statement"
"R_vD2IjepqmHt6fiF",3,2,"disease doesn't target the poor"
"R_1ouMMBkxyZmdYz2",4,1,"The scheme to pay people during the pandemic should not have had such an early end date"
"R_1ouMMBkxyZmdYz2",4,2,"They assisted larger corporations more than actual people"
"R_3J89dZm5PNfkwzE",4,1,"Lots of poorer people lost their jobs"
"R_3J89dZm5PNfkwzE",4,2,"They couldn’t work from home"
"R_1OuXxlWGq5fQkAV",5,1,"Trickle down economics"
"R_1OuXxlWGq5fQkAV",5,2,"Mini Budget"
"R_2gZWqHOjzQoCHjH",4,1,"They apply taxation rates"
"R_2gZWqHOjzQoCHjH",4,2,"Their policies allowed the wealth gap to widen in the lead up to the pandemic"
"R_1CkFXnG5vmxHgkx",4,1,"made little help available for self employed"
"R_1CkFXnG5vmxHgkx",4,2,"forced businesses to close without immediate financial help. Too much form filling"
"R_3Jw7E75D1ZG6JzL",2,1,"They paid furlough."
"R_3Jw7E75D1ZG6JzL",2,2,"The above saved job losses."
"R_xy1Kay5aSh6PVqF",4,1,"Self employed weren’t helped enough with some getting no payouts at all"
"R_xy1Kay5aSh6PVqF",4,2,"They didn’t monitor payouts as well as they could have"
"R_z5Xafqs1U0kfT1v",4,1,"letting the rich get richer"
"R_z5Xafqs1U0kfT1v",4,2,"not supporting people enough who were unable to work from home due to the nature of their work"
"R_2tFQnOso8MkRy6D",2,1,"The government offered help to people in the form of furlougheven though this put the country into considerable debt"
"R_2tFQnOso8MkRy6D",2,2,"The government provided FREE covid testing where as other countries did not"
"R_3haxcTQacot9rSv",1,1,"It was not the governments doing to start a pandemic, and the fallout from that can't be blamed on them. They did all they could in a time that was unprecedented and new."
"R_3haxcTQacot9rSv",1,2,"Lower income families need to be held responsible for their own misfortunes than constantly moaning about the rich."
"R_24oxZuHSsARyJet",4,1,"the government was responsible for industry closures and job losses"
"R_24oxZuHSsARyJet",4,2,"the government didnt handle the pandemic properly which led to people losing their jobs"
"R_3lA2mporSDk60sC",5,1,"Not taking enough action"
